의도,개체,시점,요일,세부위치,질문,답변,답변이미지
위치,전북대학교 상과대학,,,2호관,상과대학 2호관,http://kko.to/qrWWTYeBE4,
위치,전북대학교 상과대학,,,2호관,상과대학으로 가는법 2호관임,http://kko.to/qrWWTYeBE4,
위치,전북대학교 상과대학,,,2호관,상대 2호관이 어디잇는지,http://kko.to/qrWWTYeBE4,
위치,전북대학교 상과대학,,,2호관,상2 가는법,http://kko.to/qrWWTYeBE4,
위치,전북대학교 상과대학,,,2호관,상대 2호관 어디인지 알려주셈요,http://kko.to/qrWWTYeBE4,
위치,전북대학교 상과대학,,,2호관,제발 상대 2호관을 알려줘,http://kko.to/qrWWTYeBE4,
위치,전북대학교 상과대학,,,2호관,상대 2호관으로 데려다줘 나를 ㅠㅠㅠ,http://kko.to/qrWWTYeBE4,
위치,전북대학교 상과대학,,,3호관,상대 3호관의 위치,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상3의 위치,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상3으로 가는법,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상대 3호관이 어디있는지?,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상대3호관으로 가려면 어떻게 해야되는지?,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상대 3호관가고싶음,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상대3위치를 알려줘,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상3으로 갈건데 위치좀,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,나 지금 상3으로 갈거임 위치알려주셈,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,위치가 궁금해 상3,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상대 3호관은 어디에 있느거야??,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,너 상대 3호관 위치도 알아??/,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,내가 지금 상대 3호관 가려면 어떻게 해야돼?,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상대3 어디인지,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상3으로 갈건데 위치를 알려줘요,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상과대학교 3호관 위치를 알려주세요,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상과대학교 3호관이 어디있는지 알려줘,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상대 3호관 갈건데 어디로 가야돼?,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상대3은 어디지??,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상대 3호관은 또 어디야?,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,아니 왜 상대는 3호관까지 있어 ㅠㅠ 위치 모르겟어..,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상대 3호관 어느근처에 있어?,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상대 3호관으로 가려고 하면 어디로 가야돼요?,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상3으로 갈건데 어디야?,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상과대학 3호관을 알려주세요,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상과대학 알려줘 3호관,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,나 지금 상과대학 3호관으로 갈거임,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상대 3호관 알려주 ㅓ,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,3호관 알려줘 상대,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상대3호관으로 가는길?,http://kko.to/42EeKsN-TG,
위치,전북대학교 상과대학,,,3호관,상3 어디임요?? 알려줘 ㅎㅅㅎ,http://kko.to/42EeKsN-TG,
위치,전북대학교 예술대학 ,,,본관,예대로 가는법,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대 위치,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예술대학 위치,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예술대학 위치좀요,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대로 가는길 알려주세욤 ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예술대학의 위치를 말하시오 ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대는 대체 어디임,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,나는 예대가 어디있는지 모르겠어,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,도북아 예대 어디야?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,도북아 너 예대어딘지 아니??,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,나 예대로 가는법 모르는디 ….,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,친구들이 예대에서 보자는데 나 예대위치 몰라 ㅠ ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대까지 얼마나 걸려,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,여기서 예대가는길 알아?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대가 너무 궁금한데 어디야?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,나 지금 예대 갈건데 어디야?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대 위치좀알려줘 도북아,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예술대학으로 가는방법,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예술대학 위치를 알려주세요 ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예술대학 위치 알려줘 ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대 위치 알려줘 ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예술대학이 어디인지 알려주세요 ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대 어디양????,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대 위치를 알아?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대 어디인지 말해주라,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대가는법,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,여기서 예대까지 가는길,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대 위치가 궁금해 ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예술대학이 어딘지 궁금해,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,나 예대 위치조 adkffuwnj ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,나 예대위치 알려줘 ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대 본관의 위치,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대본관어디임,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대본관가는길,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예술대학 본관이 어디잇어?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,너 예대 본관 어디있는지 알아?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대 본관 어디야???,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대 본관은 또 어디임,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,과사가 예대 본관이래 거기가 어디야?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대 본관? ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대 본관 ㅇㄷ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대본관이 어디인지,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예술대학 본관이 어디에 있는지,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예술대학의 본관의 위치,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,본관,예대 본관으로 가는길,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술대학교 1호관 어디입니까?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예대 1호관 어딘가요?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예대 1호관의 위치는??,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술대학 1호관으로 가려면 어떻게 가야하나요??,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예대 1호관 가는법,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예대 1호관 위치,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술대학교 1호관으로 가고싶어요,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술대학 1호관의 위치는 어디인가요?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술대학 1으로 가는 방법을 알려주세요.,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예대1어딥니꼬,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,지금 움직이려고 하는데 예대1위치는?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예대1로가려면어디로가야됨,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예대1호관으로 갈거임.,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술대학 1호관으로 데려다줨 ㅠ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,내가 지금 예대로 갈거야 위치알려줘 1호관,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,1호관의 위치가 어딜까 예대,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예대 1호관알려줘,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술대학교1호관으ㅟ 위치는 어딥니까,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예대 1호관은 어디?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술대학교의 1호관으로 가려면?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예대1호관의 위치를 알려주세요 ㅇ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예대1호관어디임요?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술대학 1호관으로 가는법?????,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술대 1호관의 위치,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술대 1호관 ㅇㄷ,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술1 ㅇㄷ..?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술1위치,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술대학교 1호관으로 갈거임요 어디임?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,예술대1호관 위치 알려줘,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,1호관,1호관 예술대 …어디?,http://kko.to/8R655RqfLh,
위치,전북대학교 예술대학 ,,,2호관,예술대학교2호관위치는 어디입니가?,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예술대2호관으로 가려면 어떻게 가야합니까?,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예술대학2호관의 위치는???,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예술대2호관의 위치로 가려면?,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예술대학교 2호관의 위치를 알려주세ㅛ,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예대 2호관은 어디임?,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예대2로 가는방법을 알려주셍,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예술대학교2호관으로 가는방법을 아시나요?,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예술대2호관의 위치를 아시나요?,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예대2호관이 어딘지 알아?? ㅠㅠ,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예대 2호간으로 가는방버 ㅂ알아?? ㅠㅠ,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예술2호관으로 가는방법 위치,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예술2호관 위치,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예술 2호관 ㅇㅊ??,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예술 2 ㅇㄷ,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예술대학의 위치 2호관,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,2호관 예술대학 위치,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예대2로 가는법,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예대2까지 가는방법,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예대2 위치 찾기,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,위치좀 알려줘 예대2호관,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예술대학교 2호관 어디입니까?,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,어딘지 알려주세요 예대2호관,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,어디인가요 예대2,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예대2는 어디에 잇나요?,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예대2호관 어디에용???,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,어디양 예대2,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예술대 2호관의 위치를 말해,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예대2호관 어딘지 말해,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,2호관,예술 2호관으로 가는방법 말해 당장,http://kko.to/6_iYerSngU,
위치,전북대학교 예술대학 ,,,3호관,예대3호관으로 가는방법을 말해줘,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예대3의 위치는?,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예술대학교 3호관을 알려줘,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예술대 3호관 위치를 말해,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,위치를 말해라 예대3,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,위치 예대3,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,위치 예술 3임,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예술3이 어디있는지 알려줘,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예술대학교 3호관의 위치를 알려주십시오,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예술대학 3호관이 어디있나요?,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예술대학3호관으로 가는길은 어디인가요??,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예대3호관으로 가고싶으면 어떻게 가야하나요?,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예대 3호관의 위치를 알려주시오,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,지금 예대 3호관으로 가고싶어요,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,당장 예대 3호관으로 가는방법을 말해라,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예술3이 어딤?,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예술3이 어디인지 말해라,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예대3호관은 어디에 잇나용?,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예대3호관이 어딘지 알려주시오,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예술대학교 3호관으로 가려면?,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예대 3호관은 어디?,http://kko.to/TVq23wfnkg,
위치,전북대학교 예술대학 ,,,3호관,예술대학교 3의 위치는 어딘지?,http://kko.to/TVq23wfnkg,
