의도,개체,시점,요일,세부위치,질문,답변,답변이미지
학과사무실,나노바이오기계시스템공학전공,,,,과사 오브 나노바이오,"사무실 : 공대 3호관 211호
T 063-270-2339
F 063-270-2460",
학과사무실,나노바이오기계시스템공학전공,,,,나노바이오 과사무실,"사무실 : 공대 3호관 211호
T 063-270-2339
F 063-270-2460",
학과사무실,기계시스템공학부,,,,기계시스템공학 과사 위치,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,어디로 가야 기계시스템공학 사무실이 있나요?,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,어데있노 기계시스템공학 과사?,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,어디에 기계시스템공학 과사가 있어요?,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기계시스템공학 과사 위치 알려줘,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,알려줘요 기계시스템공학 과사무실,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,사무실 오브 기계시스템공학,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,알려달라 기계시스템공학 삼실,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기계시스템공학 과사 어딨어?,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기계시스템공학 과사무실 위치 알려줘,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기계시스템공학 과사무실 위치 알려줘요,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,과사 위치 띄워. 기계시스템공학이야,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기계시스템공학 사무실 위치가 어디에요?,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기시공 과사무실 가려면 어떻게 해요?,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기시공 과사 알려줘,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기시공 과사 어디야?,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기시공 위치 과사무실,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,과사무실 오브 기시공,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기시공 과사무실은 어딨는거야,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기시공 사무실에 가고싶어,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기시공 과사에 갈래,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기시공 과사무실 ㅇㄷ,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기시공 삼실 ㅇㄷ,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기시공 어딨어 과사야,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,기계시스템공학부,,,,기시공 과사좀 가자,"사무실 : 공대 4호관 114호
T 063-270-2367
F 063-270-2388",
학과사무실,도시공학과,,,,도시공학과 과사무실은 어디에 있죠?,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공학과 사무실 ㅇㄷ,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공학과 과사 어딨슈,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공학과 사무실 찾고있엉,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공학과 과사 위치,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공학과 삼실 어딨냐,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,어디로 가야 도시공학과 과사가 나오나,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,어데 도시공학과 과사가 있죠?,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,어디에 도시공학과 과사무실이 있는거죠?,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,급해요 급해 도시공학과 과사!!,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,과사무실 가는 길 알려줘 도시공학과,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,웨얼 이즈 도시공학과 과사?,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,위치좀 알려주라 도시공 사무실,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,삼실 가고 싶은데 도시공야.,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,삼실 위치 알려줘. 도시공,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공 과사는 어디로 가야돼?,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공 사무실 위치 딱 대,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공 과삼실 장소 알려줘,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공 과사 오디있엉??,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공 과사무실,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공 사무실 장소를 알려주십시오.,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공 과사 어디로 가야해?,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공 사무실 위치좀 알려줘,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공 과사가 어딨는지를 모르겠네,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,도시공학과,,,,도시공 사무실 장소를 모르겠어,"사무실 : 공대 9호관 917호
T 063-270-4051
F 063-270-4052",
학과사무실,바이오메디컬공학부,,,,바이오메디컬공학부 과사무실 어디에요?,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바이오메디컬공학부 과사무실 ㅇㄷ?,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바이오메디컬공학부 과사무실은 어디로 가야 하죠?,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,과사무실인데 바이오메디컬공학부인..,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바이오메디컬공학부 과사무실 위치를 알려줘용,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바이오메디컬공학부 과사무실 위치 알려주세요,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바이오메디컬공학부 사무실 어딘가요?,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바이오메디컬공학부 사무실 위치,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,사무실 오브 바이오메디컬,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바이오메디컬 사무실 가려구.,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바이오메디컬 사무실 오딩?,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,사무실인데 바이오메디컬꺼,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,사무실 가려고 하는데 바이오메디컬야.,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바이오메디컬 사무실은 어딥니까?,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바이오메디컬 사무실 위치,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바이오메디컬 사무실 위치 알려줘,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바이오메디컬 삼실 어댜??,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바이오메디컬 사무실 어딨엉,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바메공 과사 위치,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바메공 ㄱㅅ 위치,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바메공 과사 ㅇㅊ,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바메공 과사 어딨죠?,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,과사 오브 바메공 알려줘요,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바메공 과사 알려주셈.,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,바이오메디컬공학부,,,,바메공 과사무실이 어디야?,"사무실 : 공대 1호관 333호
T 063-270-4063
F 063-270-2247",
학과사무실,사회기반공학과,,,,사회기반공학과 사무실 위치,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사회기반공학과 과사무실 알려줭,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사회기반공학과 사무실은 어디 건물에?,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사회기반공학과 사무실 위치 알려주셈,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사회기반공학과 사무실은 오딨는거야,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사회기반공학과 사무실 ㅇㄷ,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사회기반공학과 과사 어딨죠?,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,어디로 가야 사회기반공학과 과사가 나와요?,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사회기반공학과 사무실 위치,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사회기반공학과 삼실 어딨어,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사회기반공학과 삼실 위치 알려줘,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,어디에 있나 사회기반공학과 과사,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,위치가 어디냐 사회기반공학과 사무실,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사무실 오브 사기공,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,삼실갈래 사기공,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,과사 오브 사기공,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사기공 과사 어디야,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사기공 과사 위치,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사기공 과사 위치,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사기공 삼실,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사무실 위치좀 알려줘. 사기공이야.,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사기공 과사 알려주셈,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사기공 사무실이 어디죠?,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사기공 삼실 위치,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,사회기반공학과,,,,사기공 과사좀 가자,"사무실 : 공대 1호관 329호
T 063-270-4784
F 063-270-4785",
학과사무실,산업정보시스템공학과,,,,산업정보시스템공학과 사무실 ㅇㄷ,"사무실 : 공대 6호관 418호
T 063-270-2327
F 063-270-2333",
학과사무실,산업정보시스템공학과,,,,산업정보시스템공학과 과사 위치,"사무실 : 공대 6호관 418호
T 063-270-2327
F 063-270-2333",
학과사무실,산업정보시스템공학과,,,,산업정보시스템공학과 과사 위치 알려줘,"사무실 : 공대 6호관 418호
T 063-270-2327
F 063-270-2333",
학과사무실,산업정보시스템공학과,,,,산업정보시스템공학과 사무실 어디야?,"사무실 : 공대 6호관 418호
T 063-270-2327
F 063-270-2333",
